PMID	Title	State	Has_Explicit_US	Has_Indicators	Affiliation
23161277	Cytotoxic effect of natural trans-resveratrol obtained from elicited Vitis vinifera cell cultures on...	Delaware	False	False	Department of Plant Biology, Faculty of Biology, University of Murcia, Campus Universitario de Espinardo, Murcia, Spain.
23161280	Reversal of thienopyridine-induced platelet dysfunction following desmopressin administration.	California	True	True	Department of Emergency Medicine, Section of Medical Toxicology, University of Southern California, Los Angeles, CA, 90033, USA. Michael.Levine@bannerhealth.com
23161285	New paradigms in post-hepatectomy liver failure.	Delaware	False	False	Centre Hépatobiliaire, Hôpital Paul Brousse, Assistance Publique-Hôpitaux de Paris, Université Paris XI, Paris, France. nicolas.golse@wanadoo.fr
23161326	Making the case for IPS supported employment.	New Hampshire	True	False	Dartmouth Psychiatric Research Center, Geisel School of Medicine at Dartmouth, Lebanon, NH, USA, gary.bond@dartmouth.edu.
23161330	Measurement issues in the evaluation of chronic disease self-management programs.	Delaware	False	False	Medical Clinic for Psychosomatics, Charité-University Medicine Berlin, Luisenstraße 13a, 10117, Berlin, Germany. sandra.nolte@charite.de
23161329	Functional status, life-space mobility, and quality of life: a longitudinal mediation analysis.	Mississippi	True	False	School of Pharmacy, University of Mississippi, Faser Hall 235, University, MS 38677, USA. phjpb@olemiss.edu
23161331	Physical activity and quality of life in older adults: an 18-month panel analysis.	Illinois	True	False	Department of Kinesiology and Community Health, University of Illinois Urbana Champaign, Urbana, IL 61801, USA. smphillips19@gmail.com
23161333	Real-time monitoring of thermodynamic microenvironment in a pan coater.	New Jersey	True	False	Drug Product Science and Technology, Bristol-Myers Squibb, New Brunswick, New Jersey 08901, USA. preetanshu.pandey@bms.com
23161332	Compound screening platform using human induced pluripotent stem cells to identify small molecules t...	California	True	False	Gene Expression Laboratories, The Salk Institute for Biological Studies, 10010 N. Torrey Pines Rd., La Jolla, CA 92037, USA.
23161334	Phase I study of pulsatile 3-day administration of afatinib (BIBW 2992) in combination with docetaxe...	Delaware	False	False	Institut Jules Bordet Brussels, Université Libre de Bruxelles, 121 Boulevard de Waterloo, Brussels, Belgium. ahmad.awada@bordet.be
23161335	A Phase I, open-label, dose escalation study of afatinib, in a 3-week-on/1-week-off schedule in pati...	Washington	True	False	Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC 20007, USA. marshalj@georgetown.edu
23161347	Perception-production asymmetries in homophone spelling: the unique influence of aging.	Tennessee	True	False	Department of Psychology, Rhodes College, 2000 N. Parkway, Memphis, TN 38112, USA. whitek@rhodes.edu
23161350	Interobserver reliability of fetal heart rate pattern interpretation using NICHD definitions.	California	True	False	Division of Maternal Fetal Medicine, Department of Obstetrics and Gynecology, University of California Irvine, Orange, CA, USA. Ajepstei@uci.edu
23161351	Bile acid concentration reference ranges in a pregnant Latina population.	California	True	True	Department of Obstetrics and Gynecology, University of Southern California, Keck School of Medicine, Los Angeles, CA, USA. richarhl@usc.edu
23161353	Meeting death.	Indiana	True	False	Washington University in St. Louis, Barnes Jewish Hospital, St. Louis, MO 63110, USA. laux.timothy@gmail.com
23161352	The role of microbial communities in parturition: is there evidence of association with preterm birt...	Texas	True	False	Division of Maternal-Fetal Medicine, Department of Obstetrics and Gynecology, Baylor College of Medicine, Houston, TX 77030, USA.
23161354	Open wide.	Rhode Island	True	False	The Warren Alpert Medical School of Brown University, 222 Richmond St., Providence, RI 02906, USA. joanna_sharpless@brown.edu
23161356	Psychological impact of unexpected explicit recall of events occurring during surgery performed unde...	Nebraska	True	True	Department of Anesthesiology and Pain Medicine, University of Washington School of Medicine, Box 356540, 1959 NE Pacific Street, Seattle, WA 98195-6540, USA.
23161359	Predictive value of pulse pressure variation for fluid responsiveness in septic patients using lung-...	Delaware	False	False	Departamento de Anestesiologia, Dor e Terapia Intensiva, Universidade Federal de São Paulo, Rua Napoleão de Barros 715-5° andar, 04024-900 São Paulo, SP, Brazil. flaviogrf@yahoo.com.br
23161368	Effects of a bioassay-derived ivermectin lowest observed effect concentration on life-cycle traits o...	Delaware	False	False	Department of Animal Ecology, University of Bielefeld, Morgenbreede 45, 33615, Bielefeld, Germany. brinke@bafg.de
23161369	Interspecific effects of 4A-DNT (4-amino-2,6-dinitrotoluene) and RDX (1,3,5-trinitro-1,3,5-triazine)...	Maryland	True	False	US Army Public Health Command, Toxicology Portfolio, Aberdeen Proving Ground, MD 21010, USA. michael.james.quinn@us.army.mil
23161373	Ecological risk assessment in the context of global climate change.	Washington	True	False	Western Washington University, Institute of Environmental Toxicology, Bellingham, WA, USA. wayne.landis@wwu.edu
23161370	Therapeutic potential of growth factors in pulmonary emphysematous condition.	Indiana	False	False	Department of Biotechnology, School of Biotechnology, Gautam Buddha University, Greater Noida, 201308, India. jmuyal@gbu.ac.in
23161379	Progress toward the application of molecular force spectroscopy to DNA sequencing.	Pennsylvania	True	False	Department of Chemistry, Lehigh University, Bethlehem, PA 18015, USA.
23161383	Free hemiback flap with surgical delay for reconstruction of extensive soft tissue defect: a case re...	Nebraska	False	False	Department of Plastic and Reconstructive Surgery, Hamamatsu University, School of Medicine, Hamamatsu, Japan. masaofuj@mth.biglobe.ne.jp
23161385	The current status of robotic oncologic surgery.	California	True	False	Department of Urology, Kaiser Permanente Oakland Medical Center, Oakland, California, USA.
23161388	Early death in patients diagnosed with non-Hodgkin's lymphoma.	Illinois	False	False	Institute of Hematology, Rabin Medical Center, Petach Tikva and Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel. obairey@post.tau.ac.il
23161392	Do nonnative language speakers chew the fat and spill the beans with different brain hemispheres? In...	Texas	True	False	Department of Psychology and Communication, Texas A&M International University, 5201 University Boulevard, Laredo, TX, 78041-1900, USA, anna.cieslicka@tamiu.edu.
23161399	Natural flexible dermal armor.	California	True	False	Materials Science and Engineering Program, University of California, San Diego, La Jolla, 92093, USA.
23161398	Genetic and antigenic evolution profiles of G1 rotaviruses in córdoba, Argentina, during a 27-year p...	Arkansas	False	False	Virology Institute Dr. J M Vanella, School of Medical Sciences, National University of Córdoba, Córdoba, Argentina. patricia_barril@yahoo.com.ar
23161400	Neutron relative biological effectiveness for solid cancer incidence in the Japanese A-bomb survivor...	Delaware	False	False	Department Radiation Protection and Health, Federal Office for Radiation Protection, Ingolstädter Landstr. 1, 85764 Oberschleissheim, Germany. lwalsh@bfs.de
23161401	Application of proteomics to cerebrovascular disease.	Massachusetts	True	True	Clinical Proteomics Research Center, Department of Neurology, Massachusetts General Hospital and Harvard Medical School, Boston, MA 02114, USA. ning@hms.harvard.edu
23161408	Chronic exposure to low concentrations of strontium 90 affects bone physiology but not the hematopoi...	Delaware	False	False	Institut de Radioprotection et de Sûreté Nucléaire, PRP-HOM/SRBE, LRTOX, Fontenay-aux-roses, France.
23161414	LPS and PAN-induced podocyte injury in an in vitro model of minimal change disease: changes in TLR p...	Kansas	True	False	Section of Nephrology, Children's Mercy Hospital and University of Missouri at Kansas City, Kansas City, MO, USA.
23161422	Solid-phase extraction of nitrophenols in water by using a combination of carbon nanotubes with an i...	Delaware	False	False	Department of Analytical Chemistry, University of Córdoba, Campus de Rabanales, Córdoba, Spain.
23161426	Cycloartanes from Krameria pauciflora and their in vitro PLA₂, COX-1, and COX-2 enzyme inhibitory ac...	Delaware	False	False	Centro de Investigaciones Químicas, Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, México.
23161428	Perceptual representations of phonotactically illegal syllables.	Massachusetts	True	False	Department of Psychology and Education, Mount Holyoke College, South Hadley, MA, 01075, USA. mbreen@mtholyoke.edu
23161430	Pathways from religion to advance care planning: beliefs about control over length of life and end-o...	New York	False	False	Address correspondence to Melissa M. Garrido, James J Peters VA Medical Center, 130W. Kingsbridge Road, GRECC, Bronx, NY 10468. E-mail: melissa.garrido@mssm.edu.
23161432	The interplay of environmental toxicology and chemistry in the development of sediment quality crite...	Delaware	True	False	University of Delaware, Newark, Delaware, USA. dditoro@udel.edu
23161433	A conformational heparan sulfate binding site essential to infectivity overlaps with the conserved h...	Delaware	False	False	Laboratoire de Virologie Moléculaire, INTS, Centre National de la Recherche Scientifique, Paris, France. csureau@ints.fr
23161435	Glycoproteomics on the rise: established methods, advanced techniques, sophisticated biological appl...	Vermont	True	False	Department of Biological Sciences, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, USA. lazar@vt.edu
23161438	Radial nerve cord protein phosphorylation dynamics during starfish arm tip wound healing events.	Delaware	False	False	Instituto de Tecnologia Química e Biológica, Universidade Nova de Lisboa, Oeiras, Portugal. cfranco@itqb.unl.pt
23161441	Polymorphisms in the Selenoprotein S gene and subclinical cardiovascular disease in the Diabetes Hea...	North Carolina	True	False	Center for Human Genomics, Wake Forest School of Medicine, Winston-Salem, NC, USA.
23161443	Uteroplacental ischemia in early- and late-onset pre-eclampsia: a role for the fetus?	Texas	True	False	Department of Obstetrics and Gynecology, Texas Children's Hospital Pavilion for Women, Baylor College of Medicine, 6651 Main Street, Suite 1020, Houston, TX 77030, USA. jimmy.espinoza@bcm.edu
23161445	Inflammation and colorectal cancer: colitis-associated neoplasia.	Pennsylvania	True	True	Cancer Prevention and Control Program, Fox Chase Cancer Center, 333 Cottman Avenue, Philadelphia, PA 19111-2497, USA. sergey.grivennikov@fccc.edu
23161448	Latent inhibition in an insect: the role of aminergic signaling.	Delaware	False	False	Departamento de Biodiversidad y Biología Experimental, Grupo de Estudio de Insectos Sociales, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Ciudad Universitaria 1428, Buenos A...
23161451	Probiotics in the intestinal tract of juvenile whiteleg shrimp Litopenaeus vannamei: modulation of t...	Delaware	False	False	Centro de Investigaciones Biológicas del Noroeste (CIBNOR), Instituto Politécnico Nacional 195, Col. Playa Palo de Santa Rita, 23096 La Paz, B.C.S., Mexico.
23161447	Differential roles for Nr4a1 and Nr4a2 in object location vs. object recognition long-term memory.	California	True	False	Department of Neurobiology & Behavior, Center for the Neurobiology of Learning & Memory, University of California, Irvine, Irvine, California 92697-3800, USA.
23161453	Estimation of covariate effects with current status data and differential mortality.	Wisconsin	True	False	Center for Demography and Ecology, University of Wisconsin-Madison, Madison, WI 53706-1393, USA. palloni@ssc.wisc.edu
23161454	Nontraditional families and childhood progress through school: a comment on Rosenfeld.	California	False	False	Department of Economics, Simon Fraser University, 8888 University Drive, Burnaby, BC, V5A 1S6, Canada. allen@sfu.ca
23161457	MBNL1 gene variants as modifiers of disease severity in myotonic dystrophy type 1.	Delaware	False	False	INSERM UMR837, Alzheimer and Tauopathies, University Lille-Nord de France, USDL, IMPRT, Jean-Pierre Aubert Research Center, Batiment Biserte, 1, Place de Verdun, 59045 Lille, France.
23161456	Dysexecutive and amnesic AD subtypes defined by single indicator and modern psychometric approaches:...	Washington	True	True	Department of Medicine, University of Washington, Seattle, WA, USA. smukherj@u.washington.edu
23161466	[Results of a structural diagnosis of patients with chronic dyspnoea recruited from two cardiologica...	Delaware	False	False	Universitätsmedizin Greifswald, Klinik für Innere Medizin B. ewert@uni-greifswald.de
23161463	Recent advances in clinical neurogenetics.	Delaware	False	False	Service of Neurology, University Hospital "Marqués de Valdecilla (IFIMAV)", University of Cantabria and "Centro de Investigación Biomédica en Red de Enfermedades Neurodegenerativas (CIBERNED)", 39008,...
23161467	Proteomic analysis and brain-specific systems biology in a rodent model of penetrating ballistic-lik...	Maryland	True	False	Brain Trauma Neuroprotection and Neurorestoration Branch, Walter Reed Army Institute of Research, Silver Spring, MD, USA.
23161469	HCV-infected hepatocytes drive CD4+ CD25+ Foxp3+ regulatory T-cell development through the Tim-3/Gal...	Tennessee	True	False	Department of Internal Medicine, Division of Infectious Diseases, James H Quillen College of Medicine, East Tennessee State University, Johnson City, TN 37614, USA.
23161471	Prion protein as a mediator of neurocardiosympathetic interactions.	New York	True	False	Department of Neurology, SUNY Downstate Medical Center, Brooklyn, NY, USA. richard.rubenstein@downstate.edu
23161472	Daily spousal influence on physical activity in knee osteoarthritis.	Pennsylvania	True	False	Department of Human Development & Family Studies, Penn State University, 114-J Henderson North, University Park, PA 16802, USA. lmm51@psu.edu
23161476	High prevalence of undiagnosed obstructive sleep apnoea in the general population and methods for sc...	Washington	False	False	Centre for Genetic Epidemiology and Biostatistics, University of Western Australia, 14-16 Parkway, Crawley, Perth, 6009 WA, Australia. lsimpson@meddent.uwa.edu.au
23161482	Postpartum acute coronary syndrome due to intramural hematoma and coronary artery dissection.	Delaware	False	False	Department of Cardiac Surgery, Hospital de la Santa Creu y Sant Pau, Autonoma University of Barcelona, Barcelona, Spain.
23161484	Toxicity of forest fire retardant chemicals to stream-type chinook salmon undergoing parr-smolt tran...	Oregon	True	False	Environmental Conservation Division, Northwest Fisheries Science Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration, Newport, OR, USA. joseph.dietrich@noaa.gov
23161483	Long-term population survey of the Sulawesi black macaques (Macaca nigra) at Tangkoko Nature Reserve...	Washington	True	True	Department of Psychology, Center for Global Field Study, University of Washington, Seattle, USA. rkyes@u.washington.edu
23161487	Simulating realistic genomic data with rare variants.	Connecticut	True	False	Department of Biostatistics, Yale University, New Haven, CT 06511, USA.
23161491	Transparent high-performance thin film transistors from solution-processed SnO2 /ZrO2 gel-like precu...	California	True	False	Department of Electrical Engineering and Computer Sciences, University of California-Berkeley, CA 94720-1770, USA.
23161489	Convergence of the ZMIZ1 and NOTCH1 pathways at C-MYC in acute T lymphoblastic leukemias.	Michigan	True	False	Division of Hematology-Oncology, Department of Medicine, University of Michigan School of Medicine, Ann Arbor, Michigan, USA.
23161490	Augmenting antitumor T-cell responses to mimotope vaccination by boosting with native tumor antigens...	Colorado	True	True	Integrated Department of Immunology, University of Colorado School of Medicine, Denver, CO 80206, USA.
23161494	Measurement of brain activation during an upright stepping reaction task using functional near-infra...	Pennsylvania	False	False	Department of Radiology, University of Pittsburgh, Pennsylvania.
23161496	Local hypersensitivity reaction in transgenic mice with squamous epithelial IL-5 overexpression prov...	Colorado	True	False	Section of Pediatric Gastroenterology, Hepatology and Nutrition, Digestive Health Institute, , Aurora, Colorado, USA.
23161499	Lead accumulation and association with Fe on Typha latifolia root from an urban brownfield site.	New Jersey	True	False	Department of Earth and Environmental Studies, Montclair State University, Montclair, NJ 07043, USA. fengh@mail.montclair.edu
23161502	Low field-relevant tebufenozide concentrations affect reproduction in Chironomus riparius (Diptera: ...	Delaware	False	False	Institute for Environmental Sciences, University of Koblenz-Landau, Fortstrasse 7, 76829, Landau (Pfalz), Germany. tassou@uni-landau.de
23161504	Meta-analysing randomised controlled trials with omega-3 fatty acids in cardiovascular disease.	Delaware	False	False	Department of Preventive Cardiology, University of Munich, Munich, Germany. Clemens.vonschacky@med.unimuenchen.de
23161505	Initiation of long-acting reversible contraceptive methods (IUDs and implant) at pregnancy terminati...	Indiana	True	False	Department of OB/GYN, Washington University in St Louis School of Medicine, St Louis, Missouri 63110, USA.
23161508	Rapid superparamagnetic-beads-based automated immunoseparation of Zn-proteins from Staphylococcus au...	Indiana	False	False	Department of Chemistry and Biochemistry, Faculty of Agronomy, Mendel University in Brno, Brno, Czech Republic.
23161510	Alloparental responsiveness to newborns by nonreproductive, adult male, common marmosets (Callithrix...	Delaware	False	False	Departamento de Fisiologia, Centro de Biociências, UFRN, Campus Universitário, Natal, RN, Brazil. maricelebarbosa@yahoo.com.br
23161512	A method for assessing the potential for confounding applied to ionic strength in central Appalachia...	Ohio	True	False	National Center for Environmental Assessment, U.S. Environmental Protection Agency, Cincinnati, Ohio, USA. suter.glenn@epamail.epa.gov
23161513	Proteomic analysis of exosomes from mutant KRAS colon cancer cells identifies intercellular transfer...	Tennessee	True	False	Department of Medicine, Vanderbilt University Medical Center, Nashville, TN 37232, USA.
23161515	Synthesis of ortho-acylphenols through the palladium-catalyzed ketone-directed hydroxylation of aren...	Texas	True	False	Department of Chemistry and Biochemistry, University of Texas at Austin, 78712, USA.
23161517	Incorporating network structure in integrative analysis of cancer prognosis data.	Connecticut	True	False	Department of Biostatistics, School of Public Health, Yale University, New Haven, CT 06520, USA.
23161523	Neurobehavioral, cellular, and molecular consequences of single and multiple mild blast exposure.	Maryland	True	False	Department of Anatomy, Physiology and Genetics, Uniformed Services University, Bethesda, MD 20814, USA.
23161525	A multisite study of long-term remission and relapse of type 2 diabetes mellitus following gastric b...	Washington	True	True	Group Health Research Institute, 1730 Minor Ave, Suite 1600, Seattle, WA 98101, USA. arterburn.d@ghc.org
23161528	Enhancing amine-supported materials for ambient air capture.	Texas	True	False	Department of Chemistry, Texas A&M University, College Station, TX 77843, USA.
23161527	Mineralization induction effects of osteopontin, bone sialoprotein, and dentin phosphoprotein on a b...	Missouri	True	False	Department of Chemical Engineering, University of Missouri, Columbia, Missouri 65211, USA.
23161531	Relationship of land use and elevated ionic strength in Appalachian watersheds.	Ohio	True	False	National Center for Environmental Assessment, U.S. Environmental Protection Agency, Cincinnati, Ohio, USA. Cormier.Susan@epa.gov
23161537	In vitro MS-based proteomic analysis and absolute quantification of neuronal-glial injury biomarkers...	Florida	True	False	Banyan Biomarkers, Inc., Alachua, FL, USA. jguingab@banyanbio.com
23161535	Time-dependent changes of protein biomarker levels in the cerebrospinal fluid after blast traumatic ...	Maryland	True	False	Department of Anatomy, Physiology and Genetics, Uniformed Services University, Bethesda, MD 20814, USA.
23161540	Acute β-adrenergic activation triggers nuclear import of histone deacetylase 5 and delays G(q)-induc...	California	True	False	Department of Pharmacology, University of California, Davis, California 95616-8636, USA.
23161543	Biphasic regulation of myosin light chain phosphorylation by p21-activated kinase modulates intestin...	Texas	True	False	Department of Pediatric Surgery, University of Texas Medical School, Houston, Texas 77030, USA.
23161545	The β sliding clamp closes around DNA prior to release by the Escherichia coli clamp loader γ comple...	Florida	True	False	Department of Biochemistry and Molecular Biology, University of Florida, Gainesville, Florida 32610-0245, USA.
23161544	Next generation sequencing in predicting gene function in podophyllotoxin biosynthesis.	Washington	True	False	Institute of Biological Chemistry, Washington State University, Pullman, Washington 99164-6340, USA.
23161549	The voltage-dependent anion channel (VDAC) binds tissue-type plasminogen activator and promotes acti...	North Carolina	True	False	Department of Pathology, Duke University Medical Center, Durham, North Carolina 27710, USA. gonza002@mc.duke.edu
23161548	Anticoagulant activity of a unique sulfated pyranosic (1->3)-β-L-arabinan through direct interaction...	Delaware	False	False	Cátedra de Química de Biomoléculas, Departamento de Biología Aplicada y Alimentos, Facultad de Agronomía, Universidad de Buenos Aires, Av San Martín 4453, 1417 Buenos Aires, Argentina.
23161550	Phosphorylation of dopamine transporter serine 7 modulates cocaine analog binding.	North Dakota	True	False	Department of Biochemistry and Molecular Biology, University of North Dakota School of Medicine and Health Sciences, Grand Forks, North Dakota 58203-9037, USA.
23161555	Combining spectroscopy and theory to evaluate structural models of metalloenzymes: a case study on t...	Delaware	False	False	Institut für Chemie, Technische Universität Berlin, Strasse des 17. Juni 135, 10623 Berlin, Germany. marius.horch@gmx.de
23161558	In-depth proteomic analysis of banana (Musa spp.) fruit with combinatorial peptide ligand libraries.	Delaware	False	False	Department of Analytical Chemistry, Faculty of Chemistry, University of Alcalá, Alcalá de Henares, Madrid, Spain.
23161561	A method for assessing causation of field exposure-response relationships.	Ohio	True	False	National Center for Environmental Assessment, U.S. Environmental Protection Agency, Cincinnati, Ohio, USA.
23161562	Self-harm is common in adolescents in England.	Michigan	True	False	Department of Pediatric & Adolescent Medicine, Western Michigan University School of Medicine, 1000 Oakland Drive, D48G, Kalamazoo, Michigan, 49008-1284 USA. donald.greydanus@med.wmich.edu
23161563	Similar benefits with dialectical behaviour therapy or general psychiatric management for people wit...	California	True	False	Department of Graduate Psychology, California Lutheran University, California, USA.
23161564	The DAISY psychosocial intervention does not improve outcomes in patients with mild Alzheimer's dise...	New York	True	False	Department of Psychiatry, NYU Langone Medical Center, 145 East 32 Street, Room 509, New York, NY 10016, USA.
23161568	The critical role of mast cell-derived hypoxia-inducible factor-1α in human and mice melanoma growth...	Rhode Island	False	False	Biochip Research Center, Hoseo University, 165, Sechul-ri, Baebang-myun, Asan, Chungnam 336-795, Republic of Korea.
23161573	Stat5 in breast cancer: potential oncogenic activity coincides with positive prognosis for the disea...	Illinois	False	False	Institute of Animal Science, ARO, The Volcani Center, Bet Dagan, Israel. barashi@agri.huji.ac.il
23161576	Prognostic utility of autoantibodies to α-enolase and Hsp70 for cancer of the gingivo-buccal complex...	Indiana	False	False	Advanced Centre for Treatment, Research and Education in Cancer ACTREC, Tata Memorial Centre, Kharghar, Navi Mumbai 410210, India.
23161572	BMP2/BMP4 colorectal cancer susceptibility loci in northern and southern European populations.	Delaware	False	False	Fundación Pública Galega de Medicina Xenómica-Grupo de Medicina Xenómica-Centro de Investigación Biomédica en Red de Enfermedades Raras-IDIS, Santiago de Compostela 15706, Spain.
23161578	The use of electroconvulsive therapy in a patient with juvenile systemic lupus erythematosus and cat...	Missouri	True	False	Department of Psychiatry, Washington University School of Medicine, St. Louis, MO, USA.
23161581	Influence of silver doping on electron transport in thin films of PbSe nanocrystals.	Minnesota	True	False	Department of Chemical Engineering and Materials Science, University of Minnesota, Minneapolis, 55455, USA.
23161580	SILAC-based proteomic analysis to investigate the impact of amyloid precursor protein expression in ...	Florida	True	False	Department of Cell Biology, Microbiology, and Molecular Biology, University of South Florida, Tampa, FL, USA.
23161582	PA1 protein, a new competitive decelerator acting at more than one step to impede glucocorticoid rec...	Maryland	True	False	Steroid Hormones Section, National Institutes of Health, Bethesda, Maryland 20892, USA.
23161586	Exploring the utility of institutional theory in analysing international health agency stasis and ch...	New Jersey	True	False	Assistant Professor, Department of Public Policy & Administration, 401 Cooper Street, Camden, NJ 08102, USA. E-mail: edgomez@gmail.com.
23161591	Clinical ethics consultation in patients with head and neck cancer.	New York	False	False	Head and Neck Surgery Service, Memorial Sloan-Kettering Cancer Center, New York, New York; Ethics Committee, Memorial Sloan-Kettering Cancer Center, New York, New York; Division of Medical Ethics, Wei...
23161601	Analysis of thiols by microchip capillary electrophoresis for in situ planetary investigations.	California	True	False	Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA.
23161604	Reduction of borazines mediated by low-valent chromium species.	Michigan	True	False	Department of Chemistry, University of Michigan, Ann Arbor, 48109, USA.
23161607	Serial anthropometry predicts peripheral nerve dysfunction in a community cohort.	Michigan	True	False	Department of Epidemiology, University of Michigan, Ann Arbor, MI 48109, USA. kylitalo@umich.edu
23161609	Women who drink heavily during pregnancy have increased stillbirth risk.	Michigan	True	True	College of Nursing, Wayne State University, Detroit, MI, USA.
23161608	Transcription factors link mouse WAP-T mammary tumors with human breast cancer.	Delaware	False	False	Department of Clinical Chemistry, Center for Diagnostic, University Medical Center Hamburg-Eppendorf, D-20246 Hamburg, Germany. b.otto@uke.uni-hamburg.de
23161612	Development and preliminary validation of the Patient Perceptions of Integrated Care survey.	Massachusetts	True	True	Harvard School of Public Health, Boston, MA 02115, USA. ssinger@hsph.harvard.edu
23161617	Phase 1 oncology trials and informed consent.	Maryland	True	False	Department of Bioethics, National Institutes of Health, , Bethesda, Maryland, USA.
23161619	Protein chimerism: novel source of protein diversity in humans adds complexity to bottom-up proteomi...	Delaware	False	False	Centro Nacional de Biotecnología, Lab 115, Dpt. Biología Molecular y Celular, Spanish National Research Council, Madrid, Spain. jcasado@cnb.csic.es
23161623	Physiological importance of poly-(R)-3-hydroxybutyrates.	Michigan	True	False	Department of Microbiology and Molecular Genetics, Michigan State University, East Lansing, MI 48824, USA. rnreusch@msu.edu
23161634	Synthesis, biological evaluation, and live cell imaging of novel fluorescent duocarmycin analogs.	Delaware	False	False	Georg-August-Universität Göttingen, Institut für Organische und Biomolekulare Chemie, Tammannstrasse 2, D-37077 Göttingen, Germany. ltietze@gwdg.de
23161636	Analogs of the antituberculous agent pyrazinamide are competitive inhibitors of NADPH binding to M. ...	New York	True	False	Department of Chemistry, University at Albany, SUNY, 1400 Washington Ave, Albany, NY 12222, USA.
23161639	Aryl hetaryl ketones and thioketones as efficient inhibitors of peptidyl-prolyl cis-trans isomerases...	Delaware	False	False	Institut für Organische und Makromolekulare Chemie, Universität Düsseldorf, Universitätsstrasse 1, DE-40225 Düsseldorf, Germany.
23161644	Reservoir-based dielectrophoresis for microfluidic particle separation by charge.	South Carolina	True	False	Department of Mechanical Engineering, Clemson University, Clemson, SC 29634-0921, USA.
23161645	TNFα antagonists for acute exacerbations of COPD: a randomised double-blind controlled trial.	California	False	False	Department of Medicine, The Ottawa Hospital Research Institute, University of Ottawa, Ottawa, Ontario, Canada. saaron@ohri.ca
23161647	Improved hydrothermal stability of mesoporous oxides for reactions in the aqueous phase.	New Mexico	True	False	Department of Chemical & Nuclear Engineering, University of New Mexico, Albuquerque, 87131-0001, USA.
23161648	Derivation of a benchmark for freshwater ionic strength.	Ohio	True	False	National Center for Environmental Assessment, U.S. Environmental Protection Agency, Cincinnati, Ohio, USA.
23161651	Comparison of gel-based phosphoproteomic approaches to analyse scarce oviductal epithelial cell samp...	Indiana	False	False	Department for Agrobiotechnology (IFA Tulln), Institute of Biotechnology in Animal Production, University of Natural Resources and Applied Life Sciences Vienna, Tulln, Austria.
23161655	Enteral feeding tubes: are insertion techniques and positioning based on anatomical evidence?	Indiana	False	False	Program in Medical Sciences, Federal University of Rio Grande do Sul, Rio Grande do Sul, Brazil. migotto@gmail.com
23161654	Proteomic analysis of mice expressing human ApoE demonstrates no differences in global protein solub...	North Carolina	True	False	Systems Proteomics Center, School of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA.
23161658	Nano-Newton transverse force sensor using a vertical GaN nanowire based on the piezotronic effect.	Georgia	True	True	School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, GA 30332-0245, USA.
23161663	Metals and bacteria partitioning to various size particles in Ballona Creek storm water runoff.	California	True	False	Southern California Coastal Water Research Project, Costa Mesa, California, USA. jeffb@sccwrp.org
23161664	Hypoxia-response element (HRE)-directed transcriptional regulation of the rat lysyl oxidase gene in ...	Massachusetts	True	True	Department of Biochemistry, Boston University School of Medicine, Boston, Massachusetts 02118, USA.
23161666	Microwave and magnetic (M(2) ) proteomics of the experimental autoimmune encephalomyelitis animal mo...	Texas	True	False	Department of Biology, University of Texas at San Antonio, San Antonio, TX, USA.
23161667	Starting-structure dependence of nanosecond timescale intersubstate transitions and reproducibility ...	New York	True	False	Department of Biochemistry and Molecular Biophysics, Columbia University, New York, New York 10032, USA.
23161668	Head and flagella subcompartmental proteomic analysis of human spermatozoa.	Indiana	False	False	Priority Research Centre in Reproductive Science, School of Environmental and Life Sciences, The University of Newcastle, Callaghan, NSW, Australia. Mark.Baker@newcastle.edu.au
23161670	Focal facial dermal dysplasia, type IV, is caused by mutations in CYP26C1.	California	True	True	Division of Genetics, Department of Pediatrics, University of California, San Francisco, San Francisco, CA 94143-0316, USA. slavotia@peds.ucsf.edu
23161673	Identifying protein interaction subnetworks by a bagging Markov random field-based method.	Virginia	True	False	Department of Electrical and Computer Engineering, Virginia Polytechnic Institute and State University, Arlington, VA 22203, USA.
23161679	miRNA repression of translation in vitro takes place during 43S ribosomal scanning.	Delaware	False	False	Ecole Normale Supérieure de Lyon, Unité de Virologie Humaine, Inserm U758, Lyon F-69364, France.
23161685	Atlas of genetics and cytogenetics in oncology and haematology in 2013.	Indiana	False	False	'Atlas in Poitiers Editorial Group', University and Hospital of Poitiers, INSERM U 935, 86021 Poitiers, France. jean-loup.huret@chu-poitiers.fr
23161687	hnRNPL and nucleolin bind LINE-1 RNA and function as host factors to modulate retrotransposition.	Colorado	True	False	Department of Cell and Developmental Biology, University of Colorado School of Medicine, PO Box 6511, MS 8108, Aurora, CO 80045, USA. sandy.martin@ucdenver.edu
