PMID	Title	Affiliation
23161426	Cycloartanes from Krameria pauciflora and their in vitro PLA₂, COX-1, and COX-2 enzyme inhibitory ac...	Centro de Investigaciones Químicas, Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, México.
23161430	Pathways from religion to advance care planning: beliefs about control over length of life and end-o...	Address correspondence to Melissa M. Garrido, James J Peters VA Medical Center, 130W. Kingsbridge Road, GRECC, Bronx, NY 10468. E-mail: melissa.garrido@mssm.edu.
23161464	Neuroproteomics approach and neurosystems biology analysis: ROCK inhibitors as promising therapeutic...	Department of Biochemistry and Molecular Genetics, Faculty of Medicine, American University of Beirut, Beirut, Lebanon.
23161466	[Results of a structural diagnosis of patients with chronic dyspnoea recruited from two cardiologica...	Universitätsmedizin Greifswald, Klinik für Innere Medizin B. ewert@uni-greifswald.de
23161468	Mucosal melanoma of the head and neck: 32-year experience in a tertiary referral hospital.	Division of Head and Neck Surgery, Department of Surgery, Queen Mary Hospital, Hong Kong. richieclchan@gmail.com
23161494	Measurement of brain activation during an upright stepping reaction task using functional near-infra...	Department of Radiology, University of Pittsburgh, Pennsylvania.
23161518	Characterization of internal structure of hydrated agar and gelatin matrices by cryo-SEM.	Department of Chemistry, American University of Beirut, Riad El-Solh, Beirut, Lebanon.
23161577	Successful treatment of severe thrombocytopenia with romiplostim in a pregnant patient with systemic...	Rheumatology Unit, Department of Medicine, Sultan Qaboos University Hospital, Oman. jkalkaabi@hotmail.com
23161579	Neonatal lupus complicated by hemorrhagic stroke.	Department of Physical Medicine and Rehabilitation, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, Taoyuan, Taiwan.
23161615	Still afraid of needy post-persons.	Victoria University of Wellington, Philosophy Program, Wellington 6140, New Zealand. nicholas.agar@vuw.ac.nz
23161629	New tripeptide-based macrocyclic calpain inhibitors formed by N-alkylation of histidine.	Chemistry Department, University of Canterbury, Christchurch, New Zealand.
23161688	SwissBioisostere: a database of molecular replacements for ligand design.	Computational Chemistry, Merck Serono S.A., Chemin des Mines, 9, CH-1202 Geneva.
23161743	Quantitative structure-mobility relationship analysis of imidazoline receptor ligands in CDs-mediate...	Department of Pharmaceutical Chemistry, Faculty of Pharmacy, University of Belgrade, Belgrade, Serbia.
23161768	Effects of efflux-pump inducers and genetic variation of the multidrug transporter cmeB in biocide r...	Department of Food Science and Technology, Biotechnical Faculty, University of Ljubljana, Jamnikarjeva 101, SI-1000 Ljubljana, Slovenia.
23161768	Effects of efflux-pump inducers and genetic variation of the multidrug transporter cmeB in biocide r...	Department of Food Science and Technology, Biotechnical Faculty, University of Ljubljana, Jamnikarjeva 101, SI-1000 Ljubljana, Slovenia.
23161795	Halogenated nucleotide labeling of nascent RNAs reveals dynamic transcription in growing pig oocytes...	Department of Animal Science & Biotechnology, Research Center for Transgenic Cloned Pigs, Chungnam National University.
23161821	[(μ-H)3Re3(CO)9(η2,η2,η2-Sc2C2@C(3v)(8)-C(82))]: face-capping cluster complex of an endohedral fulle...	Department of Chemistry, National Sun Yat-Sen University, Kaohsiung, Taiwan.
23161830	Adenocarcinoma cells in effusion cytology as a diagnostic pitfall with potential impact on clinical ...	Cytopathology Section, Laboratory of Pathology, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.
23161848	"Raspberry bodies," extracellular hyaline globules and branching hyaline stromal fragments in a fine...	Department of Laboratory Medicine and Pathology, University of Minnesota Medical School, Minneapolis, Minnesota.
23161879	Cardiomyocyte-specific overexpression of an active form of Rac predisposes the heart to increased my...	Dorothy M. Davis Heart and Lung Research Institute, Division of Cardiovascular Medicine.
23161911	Cyclin D1 overexpression supports stable EBV infection in nasopharyngeal epithelial cells.	Department of Anatomy, Li Ka Shing Faculty of Medicine, University of Hong Kong, Hong Kong.
23162007	First case report of familial hypercholesterolemia in an Omani family due to novel mutation in the l...	Department of Medicine, College of Medicine & Health Sciences, Sultan Qaboos University, Muscat, Oman.
23162023	An unusual intracardiac image.	Ibn Rochd University Hospital, Aberrahim Harouchi Children Hospital, Pediatric II Department, Hassan II Medicine University, Casablanca, Morocco.
23162030	An aortoesophageal fistula in an elderly woman.	Division of Gastroenterology, Department of Internal Medicine, Ditmanson Medical Foundation, Chia-Yi Christian Hospital, Chiayi, Taiwan.
23162032	Isolated hepatic artery injury in blunt abdominal trauma presenting as upper gastrointestinal bleedi...	Department of Diagnostic Radiology, American University of Beirut Medical Center, Beirut, Lebanon.
23162138	Quinine treatment selects the pfnhe-1 ms4760-1 polymorphism in Malian patients with Falciparum malar...	Malaria Research and Training Center, Department of Epidemiology of Parasitic Diseases, Faculty of Medicine, Pharmacy, and Odonto-Stomatology,  University of Science, Techniques and Technology, Bamako,  Mali.
23162168	Schools, Their Spatial Distribution and Characteristics, and Fertility Limitation().	Mississippi State University.
23162169	Phosphine Oxides as Stabilizing Ligands for the Palladium-Catalyzed Cross-Coupling of Potassium Aryl...	Roger Adams Laboratory, Department of Chemistry, University of Illinois, 600 S. Mathews Avenue, Urbana, Illinois 61801.
23162176	A Contextual Comparison of Risk Behaviors Among Older Adult Drug Users and Harm Reduction in Suburba...	Kennesaw State University.
23162182	Individual and Social Network Sexual Behavior Norms of Homeless Youth at High Risk for HIV Infection...	University of Nebraska-Lincoln, Department of Sociology.
23162189	Effect of a single dose of dextromethorphan on psychomotor performance and working memory capacity.	Department of Pharmacology, College of Medicine, Al-Mustansiriya University, Baghdad, Iraq.
23162207	(111)In- and (203)Pb-Labeled Cyclic RGD Peptide Conjugate as an α(v)β(3) Integrin-Binding Radiotrace...	Radioimmune & Inorganic Chemistry Section, Radiation Oncology Branch, National Cancer Institute, 10 Center Drive, Bethesda, MD 20892.
23162209	Synthesis and Characterization of Thiol-Ene Functionalized Siloxanes and Evaluation of their Crossli...	Department of Chemical and Biological Engineering, University of Colorado, Boulder, CO 80309.
23162210	An Examination of Early Maladaptive Schemas among Substance Use Treatment Seekers and their Parents.	University of Tennessee - Knoxville.
23162211	SOCIAL DISCOUNTING AND CIGARETTE SMOKING DURING PREGNANCY.	Department of Psychiatry University of Vermont ;  Department of Psychology University of Vermont.
23162214	Lt. General N. C. Sanyal (PVSM; PHS).	Department of Surgery, Lumbini Medical College, Prabas, Tansen, Nepal.
23162245	A novel and accurate technique of photographic wound measurement.	M S (Surgery), Sanwari Bai Surgical Centre Healthcare Informatics Expert.
23162268	Glomerular diseases in the Military Hospital of Morocco: Review of a single centre renal biopsy data...	Department of Nephrology, Dialysis and Renal Transplantation, Military Hospital Mohammed V, Hay Riad, Rabat, Morocco.
23162284	Unusual association of a positive pANCA pauci-immune extracapillary glomerulonephritis in a lupus pa...	Nephrology-Hemodialysis Department, UHC Mohamed VI, Caddi Ayad University, Marrakech, Morocco.
23162294	Genetic and environmental determinants of menstrual characteristics.	Department of Epidemiology and Biostatistics, School of Population and Public Health, University of British Columbia.
23162352	From the Editor's desk.	Editor-in-Chief, Journal of Human Reproductive Sciences E-mail:  kambacc@vsnl.com.
23162356	Evaluation of the rabbit as an experimental model for human uterine synechia.	Department of Obstetrics, Gynecology and Human Reproduction, Aziza Othmana Hospital, Tunis, Tunisia.
23162371	Adolescent Work and Alcohol Use Revisited: Variations by Family Structure.	Department of Criminal Justice and Criminology, East Tennessee State University, Johnson City, TN 37614.
23162370	Can Organized Youth Activities Protect Against Internalizing Problems Among Adolescents Living in Vi...	National Center for Children and Families, Teachers College Columbia University.
23162379	Sleeping Arrangements in Families with Twins.	Frances Payne Bolton School of Nursing, Case Western Reserve University, 10900 Euclid Avenue, Cleveland, OH 44106-4904, 216-368-2597.
23162380	Epigenetic and Neurodevelopmental Perspectives on Variation in Parenting Behavior.	Columbia University.
23162382	Investigation of the Polymeric Properties of α-Synuclein and Comparison with NMR Experiments: A Repl...	Graduate Program in Biochemistry, Rutgers University, Piscataway NJ 08854.
23162381	The Role of Parenting in the Emergence of Human Emotion: New Approaches to the Old Nature-Nurture De...	University of Wisconsin-Madison, Department of Psychology, Waisman Center, 1500 Highland Ave. Madison, WI 53705-2280.  spollak@wisc.edu .
23162386	Neuropharmacology of Sleep and Wakefulness: 2012 Update.	Department of Anesthesiology, University of Michigan, Ann Arbor, MI, U.S.A.
23162543	Polyextremotolerant black fungi: oligotrophism, adaptive potential, and a link to lichen symbioses.	Department of Biology, Biotechnical Faculty, University of Ljubljana Ljubljana, Slovenia ; Centre of Excellence for Integrated Approaches in Chemistry and Biology of Proteins Ljubljana, Slovenia.
23162602	Alpha-1-antitrypsin in pathogenesis of hepatocellular carcinoma.	University of Belgrade, Faculty of Pharmacy, Department of Medical Biochemistry, Belgrade, Serbia.
23162609	Social Networks and the Maintenance of Conformity: Japanese sojourner women.	Michigan State University College of Nursing.
23162615	Fatty acid synthase expression in osteosarcoma and its correlation with pulmonary metastasis.	Department of Orthopedics, First Affiliated Hospital of Nanchang University;
23162621	Clinicopathological characteristics of rectal carcinoid patients undergoing surgical resection.	Division of Lower GI, Department of Surgery;
23162622	Colonic explosion during treatment of radiotherapy complications in prostatic cancer.	Department of General Surgery, University of Perugia, Perugia;
23162623	Regulation of neutrophil gelatinase-associated lipocalin expression by C/EBPβ in lung carcinoma cell...	Department of Biochemistry and Molecular Biology;
23162624	Expression of UDP-glucuronosyltransferase 1A, nuclear factor erythroid-E2-related factor 2 and Kelch...	Department of Geriatrics and Gastroenterology, Qi-Lu Hospital of Shandong University, Key Laboratory of Proteomics of Shandong Province, Jinan, Shandong 250012;
23162627	Let-7b and microRNA-199a inhibit the proliferation of B16F10 melanoma cells.	Department of Plastic Surgery, The Third XiangYa Hospital of Central South University;
23162630	Synovial sarcoma arising in the vulva cytogenetically confirmed by SYT break-apart rearrangement flu...	Departments of Pathology.
23162631	Expression of the adipocytokine resistin and its association with the clinicopathological features a...	Departments of Surgery and.
23162633	Ultrasound microbubble contrast agent-mediated suicide gene transfection in the treatment of hepatic...	Department of Sonography, The First Affiliated Hospital of Guangzhou Medical College, Guangzhou, Guangdong 510120;
23162635	Antitumor activity of Endostar combined with radiation against human nasopharyngeal carcinoma in mou...	Department of Radiation Oncology, The First Affiliated Hospital of Suzhou University;
23162634	Fusion PET-CT detection of neurolymphomatosis originating from primary breast lymphoma: A case repor...	Departments of Radiology and.
23162632	Intra- and postoperative complications in 137 cases of giant thyroid gland tumor.	Department of Head and Neck Surgery, Henan Tumor Hospital, Zhengzhou University;
23162639	In vitro gastric cancer cell imaging using near-infrared quantum dot-conjugated CC49.	Department of General Surgery, Huashan Hospital;
23162642	Two consecutive days of treatment with liposomal cisplatin in non-small cell lung cancer.	First Oncology Clinic, Errikos Dunant Hospital;
23162644	Primary giant lymphoma of the right thigh: A case report and brief review of the literature.	Departments of Hematology.
23162652	A mimic of phosphorylated prolactin induces apoptosis by activating AP-1 and upregulating p21/waf1 i...	Department of Epidemiology and Health Statistics, School of Public Health and Family Medicine;
23162651	Prevention of human adenocarcinoma with CpG-ODN in a mouse model.	Women's Health Research Institute, Department of Internal Medicine;
23162649	Dermatofibrosarcoma protuberans: Our experience of 59 cases.	Department of Medical and Surgery Specialties, Section of Plastic Surgery;
23162653	Small duodenal gastrointestinal stromal tumor presenting with acute bleeding misdiagnosed as hemobil...	Departments of General Surgery and.
23162654	Evaluation of carboplatin dosing in non-small cell lung carcinoma patients using Calvert formula and...	Division of Oncology;
23162659	Differential proteomic analysis of pathway biomarkers in human breast cancer by integrated bioinform...	Central Laboratory;
23162660	Endogenous cGMP-dependent protein kinase reverses EGF-induced MAPK/ERK signal transduction through p...	School of Medical Science and Laboratory Medicine, Jiangsu University, Zhenjiang, Jiangsu 212013;
23162662	Effectiveness of the bevacizumab-irinotecan regimen in the treatment of recurrent glioblastoma multi...	Hospital Pharmacy Department, Central University Hospital of Asturias, Oviedo, Asturias 33006;
23162665	microRNA-195 suppresses osteosarcoma cell invasion and migration in vitro by targeting FASN.	Department of Orthopedics, First Affiliated Hospital of Nanchang University;
23162668	Lymph node micrometastases detected by carcinoembryonic antigen mRNA affect long-term survival and d...	Thoracic Surgery and Lung Transplantation Unit;
23162672	GENE EXPRESSION AND COLLAGEN FIBER MICROMECHANICAL INTERACTIONS OF THE SEMILUNAR HEART VALVE INTERST...	Department of Bioengineering, University of Pittsburgh, Pittsburgh, PA.
23162684	Socioeconomic determinants of non-communicable-diseases among the Cypriot population: questionnaire ...	Nutritional Medicine, 2027 Strovolos, Nicosia ,  Cyprus.
23162693	Delocalized single-photon Dicke states and the Leggett-Garg inequality in solid state systems.	Department of Physics and National Center for Theoretical Sciences, National Cheng-Kung University, Tainan 701, Taiwan.
23162696	Antibody to heat shock protein 70 (HSP70) inhibits human T-cell lymphoptropic virus type I (HTLV-I) ...	Faculty of Science, University of Damascus, Damascus, Syria. hafa2@live.fr
23162701	Do only small uremic toxins, chromophores, contribute to the online dialysis dose monitoring by UV a...	Department of Biomedical Engineering, Technomedicum, Tallinn University of Technology, Tallinn, Estonia. jurgen.arund@ttu.ee
23162704	Within-mat variability in anatoxin-a and homoanatoxin-a production among benthic Phormidium (cyanoba...	Cawthron Institute, Nelson 7042, New Zealand. susie.wood@cawthron.org.nz
23162705	Clinical uses of botulinum neurotoxins: current indications, limitations and future developments.	Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong. sheng.chen@polyu.edu.hk
23162715	Introduction to the BIOMED 2012 Feature Issue.	Guest Editor.
23162724	Imaging morphodynamics of human blood cells in vivo with video-rate third harmonic generation micros...	Institute of Biomedical Engineering, National Taiwan University, No.1, Sec. 4, Roosevelt Road, Taipei 10617,  Taiwan.
23162788	A cross-race effect in metamemory: Predictions of face recognition are more accurate for members of ...	Department of Psychology, Memorial University of Newfoundland.
23162800	Escherichia coli O157:H7-Clinical aspects and novel treatment approaches.	Faculty of Medicine, Department of Experimental Pathology, Immunology and Microbiology, American University of Beirut Beirut, Lebanon.
23162861	Association between nucleoside analogues and risk of hepatitis B virus–related hepatocellular carcin...	School of Medicine, National Yang-Ming University, Taipei, Taiwan. chun@vghtc.gov.tw
23162872	[Palmar hyperhidrosis in childhood: thoracoscopic sympathectomy].	Servicio de Cirugía Pediátrica, Hospital Universitario Materno Infantil de Canarias, Las Palmas de Gran Canaria. raimundobeltra@gmail.com
23162890	[Pharmacokinetics and administration of drugs in patients with hepatic failure].	Department of Pathobiological Science and Technology, Faculty of Medicine, Tottori University.
23162916	SCOTUS invalidates West Virginia blanket prohibition against arbitration.	Global Loss Prevention, Inc. john.west2@chartisinsurance.com
23162917	The scope of practice for physician assistants limits what tasks they may perform.	Global Loss Prevention, Inc. john.west2@chartisinsurance.com
23162919	EMTALA not applicable if patient stable on discharge.	Global Loss Prevention, Inc. john.west2@chartisinsurance.com
23162918	Affirmative evidence defeats claim of birth injury.	Global Loss Prevention, Inc. john.west2@chartisinsurance.com
23162920	Psychiatrist may have had a duty to commit patient involuntarily.	Global Loss Prevention, Inc. john.west2@chartisinsurance.com
23162944	Heart-breaking obesity.	stahlc@uic.edu
23162954	Rotator cuff tears in patients younger than 50 years of age.	Department of Orthopaedics and Traumatology, Taipei Veterans General Hospital and National Yang-Ming University, Taiwan.
23162979	Diabetes screening as part of a vascular disease risk management programme.	Community Health and Social Care Partnership, NHS Western Isles. sara.bartram@nhs.net
23162981	Preventing type 2 diabetes: a role for every practitioner.	Birmingham Community Healthcare NHS Trust.
23162983	Can a 'sign-off' experience with the health visiting service benefit students?	Middlesex University.
23162982	A project to improve uptake of immunisation in north-east London.	Division for Children's Services, Diagnostics and Outpatients, Homerton University Hospital Foundation NHS Trust.
23162987	Preventing chronic disease one child at a time. Linking brain health to population health: what nurs...	Faculty of Nursing, University of Calgary. benzies@ucalgary.ca
23162990	When a nurse becomes a patient: the undercover story.	Mental Health Patient Care Unit, Alberta Children's Hospital.
23162993	Donating bone marrow: a day on the other side of the wire.	Norfolk and Norwich University Hospital.
23162996	Topical negative pressure therapy: current concepts and practice.	Good Hope Hospital, West Midlands.
23163000	Implementation framework for last year's mental health strategy.	Rethink Mental Illness.
23163005	Independent mental health advocacy.	Daisy Bogg Consultancy Ltd.
23163003	Strategic thinking.	Foundation for People with Learning Disabilities.
23163012	Turning the tables.	Institute of Mental Health.
23163008	Harm-minimisation for self-harm.	harm-ed.
23163011	The right to be heard: independent mental health advocacy services in England.	University of Central Lancashire.
23163010	NSUN's new scheme to ensure mental health service users are at the heart of the new health and socia...	NSUN.
23163024	Where everyone is a caregiver. Patient-centered approach earns Tennessee system annual national qual...	gardnerem@sbcglobal.net
23163099	Getting back to basics. Manage the increasing complexity of medical practice from the inside.	MGMA-ACMPE.
23163121	High prevalence of Mycoplasma pneumoniae in hepatitis C virus-infected hemodialysis patients.	Department of Medical Laboratory Science and Biotechnology, College of Biomedical Science and Technology, Yuanpei University, Hsinchu, Taiwan. jameskung@mail.ypu.edu.tw
23163128	Deterioration of thromboses in primary antiphospholipid syndrome: TNF-alpha and anti-annexin A5 anti...	Medical Faculty, University of Novi Sad, Serbia. mb58303@gmail.com
23163139	[Exploration of the correlation between Chinese medicine syndrome types of verrucous gastritis and t...	Zhejiang Provincial Institute of Dermatosis Prevention Research, Zhejiang. buzy113@sina.com
23163151	[The protective function and mechanism of notoginsenoside Rb1 against hypoxia hypercapnia-induced pu...	Department of Pathophysiology, Wenzhou Medical College, Zhejiang.
23163155	[Effects of wenhua juanbi recipe on the gene expression profile of the synovium in collagen-induced ...	Department of Arthropathy, Zhejiang Provincial Hospital of Integrated Traditional and Western Medicine, Hangzhou. liuxide2001@sohu.com
23163157	[Alisol B inhibited complement 3a-induced human renal tubular epithelial to mesenchymal transition].	Department of Nephrology, First Affiliated Hospital of Fujian Medical University, Fuzhou.
23163160	[The research course and the perspective of molecular regulation network and blood stasis syndrome].	Department of Pharmacology, Pingliang Medical School of Gansu Province, Gansu.
23163161	[High trait anger is hypothesized to be the main personality characteristics and important pathogeni...	Department of Basic Theory of Sports Rehabilitation and Health, Shandong Sport University, Jinan.
23163165	Exploring my options.	mweinstock@healthforum.com
23163173	Patient safety in the OR.	mstempniak@healthforum.com
23163181	Pneumonia in Goilala.	School of Medicine and Health Sciences, University of Papua New Guinea, Port Moresby. isi.kevau@gmail.com
23163232	Riboswitch-based antibacterial drug discovery using high-throughput screening methods.	Sofia University "St. Kliment Ohridski", Department of Genetics, Sofia, Bulgaria. robert.penchovsky@hotmail.com
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Institute of Brain, Behaviour and Mental Health, University of Manchester.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Genetic Medicine, Manchester Academic Health Sciences Centre, Central Manchester University Hospitals NHS Foundation Trust.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Genetic Medicine, Manchester Academic Health Sciences Centre, Central Manchester University Hospitals NHS Foundation Trust.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Centre for Biostatistics, Institute of Population Health, University of Manchester.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Genetic Medicine, Manchester Academic Health Sciences Centre, Central Manchester University Hospitals NHS Foundation Trust.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Genetic Medicine, Manchester Academic Health Sciences Centre, Central Manchester University Hospitals NHS Foundation Trust.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Institute of Brain, Behaviour and Mental Health, University of Manchester.
23163236	Autism and other psychiatric comorbidity in neurofibromatosis type 1: evidence from a population-bas...	 Child Psychiatry, Manchester Academic Health Sciences Centre, Manchester Children's Hospital, Manchester, UK.
23163241	Seat belt utilisation and awareness in UAE.	a Department of Industrial Engineering and Management , University of Sharjah , PO Box 27272 , Sharjah , United Arab Emirates.
23163315	EPR and circular dichroism solution studies on the interactions of bovine serum albumin with ionic s...	Ilie Murgulescu Institute of Physical Chemistry of the Romanian Academy, 202 Splaiul Independentei, Bucharest 060021, Romania.
23163420	Interacting cortical and basal ganglia networks underlying finding and tapping to the musical beat.	National Yang-Ming University, Taipei City, Taiwan.
23163425	Effect of allyl sulfides from garlic essential oil on intracellular ca2+ levels in renal tubular cel...	Department of Medical Education and Research, Kaohsiung Veterans General Hospital, Kaohsiung 81362, Taiwan.
23163489	Evaluation of near-critical overdamping effects in slug-test response.	U.S. Geological Survey, P.O. Box 25046, MS 939, Lakewood, CO 80225.
23163496	Evaluation of diagnostic and prognostic value of clinical characteristics of migraine and tension ty...	Department of Pediatrics and Medical Genetics, Medical University-Plovdiv. inapatcheva@hotmail.com
23163499	Antibiotic use: do parents act differently for their children?	Department of Family Medicine and Primary Care, The University of Hong Kong, Hong Kong.
23163540	Calcium-43 NMR studies of polymorphic transition of calcite to aragonite.	Department of Chemistry, National Taiwan University, No. 1, Section 4, Roosevelt Road, Taipei 106, Taiwan.
23163559	Carotid artery dissection due to elongated styloid process: a self-stabbing phenomenon.	Division of Cerebrovascular disease, Department of Neurology and Ophthalmology, Michigan State University, East Lansing, MI.
23163601	An algorithm for genetic testing of Serbian patients with demyelinating Charcot-Marie-Tooth.	Faculty of Biology, University of Belgrade, Belgrade, Serbia. milica@bio.bg.ac.rs
23163630	Newborn screening for cystic fibrosis in Serbia: a pilot study.	Laboratory of Medical Genetics, Mother and Child Health Institute of Serbia, Belgrade, Serbia. badane@beotel.rs
23163694	Kinematic performance of fine motor control in attention-deficit/hyperactivity disorder: the effects...	Department of Occupational Therapy, College of Medicine, National Cheng Kung University, Tainan, Taiwan. iching@mail.ncku.edu.tw
23163730	Recognizing new perspectives in eating difficulties following stroke: a concept analysis.	Faculty of Nursing, Health Sciences, University of Iceland, Reykjavik, Iceland.
23163764	UV-irradiation provokes generation of superoxide on cell wall polygalacturonic acid.	Institute for Multidisciplinary Research, University of Belgrade, Kneza Višeslava 1, 11000, Belgrade, Serbia.
23163765	Hysteresis affects approximate number discrimination in young children.	Psychological and Brain Sciences, Johns Hopkins University.
23163765	Hysteresis affects approximate number discrimination in young children.	Department of Psychology, Florida Atlantic University.
23163765	Hysteresis affects approximate number discrimination in young children.	Psychological and Brain Sciences, Johns Hopkins University.
23163766	Bayesian parametric estimation of stop-signal reaction time distributions.	Department of Psychology.
23163767	Emotion regulation choice: a conceptual framework and supporting evidence.	The School of Psychological Sciences, Tel Aviv University.
23163767	Emotion regulation choice: a conceptual framework and supporting evidence.	Department of Psychology, University of Groningen.
23163767	Emotion regulation choice: a conceptual framework and supporting evidence.	Department of Psychology, Stanford University.
23163767	Emotion regulation choice: a conceptual framework and supporting evidence.	Department of Psychology, Stanford University.
23163767	Emotion regulation choice: a conceptual framework and supporting evidence.	Department of Psychology, University of Salzburg.
23163767	Emotion regulation choice: a conceptual framework and supporting evidence.	Department of Psychology, Stanford University.
23163783	Epigallocatechin gallate induce cell death and apoptosis in triple negative breast cancer cells Hs57...	a Department of Functional Genomics and Experimental Pathology, Cancer Institute "Ion Chiricuta" , Cluj-Napoca, Romania.
23163783	Epigallocatechin gallate induce cell death and apoptosis in triple negative breast cancer cells Hs57...	b Surgical Clinic No.2 , Cluj-Napoca, Romania.
23163783	Epigallocatechin gallate induce cell death and apoptosis in triple negative breast cancer cells Hs57...	c Department of Surgery, University of Medicine and Pharmacy, "Iuliu Hatieganu" , Cluj-Napoca, Romania.
23163788	Memory for found targets interferes with subsequent performance in multiple-target visual search.	Center for Cognitive Neuroscience, Department of Psychology and Neuroscience, Duke University.
23163802	A general organocatalytic approach toward the enantioselective total synthesis of indolizidine based...	Institut für Organische Chemie, Universität Leipzig, Johannisallee 29, 04103 Leipzig.
23163837	MRI of pallidal involvement in Beta-ketothiolase deficiency.	Department of Radiology, Jackson Memorial Hospital, University of Miami Miller School of Medicine, Miami, FL.
23163855	Effects of Tepary bean (Phaseolus acutifolius) protease inhibitor and semipure lectin fractions on c...	Facultad de Ciencias Naturales, Universidad Autónoma de Querétaro, Querétaro, México. tggasca@gmail.com
23163860	Arecoline-stimulated placenta growth factor production in gingival epithelial cells: modulation by c...	Graduate Institute of Clinical Dentistry, National Taiwan University, Taipei, Taiwan; School of Dentistry, National Taiwan University, Taipei, Taiwan; Department of Dentistry, College of Medicine, National Taiwan University Hospital, Taipei, Taiwan.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 The Paediatric Neurosciences Research Group, Royal Hospital for Sick Children, Glasgow.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 The Paediatric Neurosciences Research Group, Royal Hospital for Sick Children, Glasgow.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Duncan Guthrie Institute of Medical Genetics, Royal Hospital for Sick Children, Glasgow.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Duncan Guthrie Institute of Medical Genetics, Royal Hospital for Sick Children, Glasgow.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 The Paediatric Neurosciences Research Group, Royal Hospital for Sick Children, Glasgow.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Duncan Guthrie Institute of Medical Genetics, Royal Hospital for Sick Children, Glasgow.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Department of Neurology, Alder Hey Children's NHS Foundation Trust, Liverpool.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Neurosciences Unit, University College London Institute of Child Health and Great Ormond Street Hospital for Children, London.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Department of Paediatric Neurology, Leeds General Infirmary, Leeds.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Department of Paediatric Neurology, Royal Manchester Children's Hospital, Manchester.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Tayside Children's Hospital and Child Health, University of Dundee, Ninewells Hospital and Medical School, Dundee, UK.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Paediatric Neurology Department, Children's University Hospital Temple Street, Dublin, Ireland.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Department of Paediatric Neurology, Leeds General Infirmary, Leeds.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Paediatric Neurology Department, Children's University Hospital Temple Street, Dublin, Ireland.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Neurology Department, Birmingham Children's Hospital NHS Foundation Trust, Birmingham, UK.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Departments of Medicine and Paediatrics, Florey Neurosciences Institute, The University of Melbourne, Austin Health and Royal Children's Hospital, Melbourne, Vic., Australia.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 Department of Paediatric Neurology, Evelina Children's Hospital, London, UK.
23163885	The clinical utility of an SCN1A genetic diagnosis in infantile-onset epilepsy.	 The Paediatric Neurosciences Research Group, Royal Hospital for Sick Children, Glasgow.
23163936	Optimization of hull-less pumpkin seed roasting conditions using response surface methodology.	College of Professional Studies in Business Management and Communications, Mitropolita Stratimirovica 110, Sremski Karlovci, Serbia.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 The Jennifer and Daniel Gilbert Neurofibromatosis Institute, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Center for Neuroscience and Behavioral Medicine at Children's National Medical Center, Washington, DC.
23163951	Symptomatology of autism spectrum disorder in a population with neurofibromatosis type 1.	 Medical Genetics Branch, National Human Genome Research Institute, National Institutes of Health, Bethesda, MD.
